Company Name,Location,Description,Website,Reason for Failure
RootsRated,"Atlanta, Georgia, United States","RootsRated is a media platform that connects users with the best outdoor experiences, hand- picked by local experts.",rootsrated.media/,
Roozz.com,"Copenhagen, Hovedstaden, Denmark",Roozz.com develops sophisticated technology that can convert existing software applications and PC games to run directly.,www.roozz.com,
Rovux Group Limited,"Hong Kong, Hong Kong Island, Hong Kong",Rovux Group Limited is the parent company of several software development subsidiaries.,www.rghk.com,
Row44,"Westlake Village, California, United States",Row 44 provides in-flight broadband connectivity and wireless in-flight entertainment for commercial aircrafts.,www.row44.com,
Royalty Media,"Buffalo, New York, United States","Royalty Media offers an online platform that enables its users to find and buy images, vectors, videos, and music.",royaltymedia.com,
RRTInc.,"Bellevue, Washington, United States",Develops advanced and innovative voice ordering solutions and services for the restaurant industry.,—,
rumr,"Los Angeles, California, United States",Anonymous messaging,www.rumrapp.com,
Sabse Technologies,"Mountain View, California, United States",Sabse Technologies provides Voice over Internet Protocol (VoIP) services.,www.sabsebolo.com,
SalesIntel,"Irvine, California, United States","SalesIntel is the relationship science platform for sales reps to connect, discover and leverage relationships.",—,
Sand 9,"Cambridge, Massachusetts, United States","Sand 9 develops MEMS timing products that serve wireless and wired systems in communications, industrial, military and mobile markets.",www.sand9.com,
Sandlot Solutions,"New York, New York, United States","Sandlot Solutions is a healthcare information technology company jointly owned by Santa Rosa Holdings, Inc.,",sandlotsolutions.com,
Sangart,"San Diego, California, United States","Sangart is a biopharmaceutical company developing global scientific, clinical and commercial oxygen-therapeutic agents.",www.sangart.com,
Satiety,"Palo Alto, California, United States",Satiety is a medical device company focused on the development of less invasive devices for the treatment of obesity.,www.satiety.com,
Satori Pharmaceuticals,"Cambridge, Massachusetts, United States","Satori Pharmaceuticals develops disease-modifying therapies for alzheimer's, parkinson's and other neurodegenerative disorders.",www.satoripharma.com,
ScaleXtreme,"San Mateo, California, United States",ScaleXtreme provides cloud-based server automation products for distributed data centers.,www.scalextreme.com,
"Scaphold, Inc. (acquired by Amazon)","San Francisco, California, United States",Scaphold is the world's most powerful GraphQL as a service platform.,www.scaphold.io,
Sconex,—,Sconex is an online social networking community connecting high school students.,sconex.com,
ScribbleChat,"Manhattan, New York, United States",ScribbleChat is a mobile messaging application.,www.getscribblechat.com,
SeaMicro,"Sunnyvale, California, United States",SeaMicrois develops solutions that address power inefficiencies in data centers.,www.seamicro.com,
Secret,"San Francisco, California, United States",Secret offers an online platform that enables users to share their personal secrets with other users anonymously.,www.secret.ly,"The number of active users of the app rapidly declined after only 18 months from its launch.

After the initial thrill and interest of the users, a more negative and unpleasant use of the app emerged. Users, under the cloak of anonymity, engaged in all forms of cyberbullying and harassment. Secret moderators stated they weren’t ready to deal with the flood of negative posts and inappropriate behavior.

As cyberbullying stories increased, so did the media news that covered such stories. A court ruling in Brazil even banned Secret from the country deeming it unconstitutional since although free speech was allowed, free speech (and the harassments that said speech could contain) should not be anonymous.

The app lost traction and was eventually suspended.

Read more on:
https://techcrunch.com/2015/04/29/psst/
https://www.huffingtonpost.com/quora/why-did-secret-fail_b_7280184.html
https://medium.com/secret-den/sunset-bc18450478d5
https://en.wikipedia.org/wiki/Secret_(app)
https://www.crunchbase.com/organization/secret
"
Securus,"Cary, North Carolina, United States",Securus developed a machine-to-machine technology platform enabling companies to deliver tailored hardware and software GPS solutions.,www.securusgps.com,
Securus Medical Group,"Cleveland, Ohio, United States",Securus Medical Group develops clinical tools for monitoring core body temperature within body cavities.,—,
SeeControl,"San Francisco, California, United States",No coding cloud service for building and running IoT applications.,www.seecontrol.com,
Selfycart,"San Francisco, California, United States",The promise of self-checkout and the reality of self-checkout are two totally different things,www.selfycart.com/,
SemiSouth Laboratories,"Austin, Texas, United States",SemiSouth Laboratories is a semiconductor company that manufactures and markets silicon carbide electrical components and materials.,www.semisouth.com,
Sensilk,"San Francisco, California, United States","Sensilk is a smart performance apparel company. Weaving technology into fabric, we make it easier to track, improve, and maximize workouts",www.sensilk.com,
